ImageName,isCancerous,cellType,trainValTest
./Image_classification_data/patch_images\12210.png,1,2,0
./Image_classification_data/patch_images\12211.png,1,2,0
./Image_classification_data/patch_images\12212.png,1,2,0
./Image_classification_data/patch_images\12213.png,1,2,0
./Image_classification_data/patch_images\12214.png,1,2,0
./Image_classification_data/patch_images\12215.png,1,2,0
./Image_classification_data/patch_images\12216.png,1,2,0
./Image_classification_data/patch_images\12218.png,1,2,0
./Image_classification_data/patch_images\12219.png,1,2,0
./Image_classification_data/patch_images\1222.png,0,0,1
./Image_classification_data/patch_images\12220.png,1,2,0
./Image_classification_data/patch_images\12221.png,1,2,0
./Image_classification_data/patch_images\12222.png,1,2,0
./Image_classification_data/patch_images\12223.png,1,2,0
./Image_classification_data/patch_images\12224.png,1,2,0
./Image_classification_data/patch_images\12225.png,1,2,0
./Image_classification_data/patch_images\12226.png,1,2,0
./Image_classification_data/patch_images\12227.png,1,2,0
./Image_classification_data/patch_images\12228.png,1,2,0
./Image_classification_data/patch_images\12229.png,1,2,0
./Image_classification_data/patch_images\1223.png,0,0,0
./Image_classification_data/patch_images\12230.png,1,2,0
./Image_classification_data/patch_images\12231.png,1,2,0
./Image_classification_data/patch_images\12232.png,1,2,0
./Image_classification_data/patch_images\12233.png,1,2,0
./Image_classification_data/patch_images\12234.png,1,2,0
./Image_classification_data/patch_images\12235.png,1,2,0
./Image_classification_data/patch_images\12236.png,1,2,0
./Image_classification_data/patch_images\12237.png,1,2,0
./Image_classification_data/patch_images\12238.png,1,2,0
./Image_classification_data/patch_images\12239.png,1,2,0
./Image_classification_data/patch_images\1224.png,0,0,2
./Image_classification_data/patch_images\12240.png,1,2,0
./Image_classification_data/patch_images\12241.png,1,2,0
./Image_classification_data/patch_images\12242.png,1,2,0
./Image_classification_data/patch_images\12244.png,1,2,0
./Image_classification_data/patch_images\12245.png,1,2,0
./Image_classification_data/patch_images\12246.png,1,2,0
./Image_classification_data/patch_images\12247.png,1,2,0
./Image_classification_data/patch_images\12248.png,1,2,0
./Image_classification_data/patch_images\12249.png,1,2,0
./Image_classification_data/patch_images\1225.png,0,0,0
./Image_classification_data/patch_images\12250.png,1,2,0
./Image_classification_data/patch_images\12251.png,1,2,0
./Image_classification_data/patch_images\12252.png,1,2,0
./Image_classification_data/patch_images\12253.png,1,2,0
./Image_classification_data/patch_images\12254.png,1,2,0
./Image_classification_data/patch_images\12255.png,1,2,0
./Image_classification_data/patch_images\12256.png,1,2,0
./Image_classification_data/patch_images\12257.png,1,2,0
./Image_classification_data/patch_images\12258.png,1,2,0
./Image_classification_data/patch_images\12259.png,1,2,0
./Image_classification_data/patch_images\1226.png,0,0,0
./Image_classification_data/patch_images\12260.png,1,2,0
./Image_classification_data/patch_images\12261.png,1,2,0
./Image_classification_data/patch_images\12262.png,1,2,0
./Image_classification_data/patch_images\12263.png,1,2,0
./Image_classification_data/patch_images\12264.png,1,2,0
./Image_classification_data/patch_images\12265.png,1,2,0
./Image_classification_data/patch_images\12266.png,1,2,0
./Image_classification_data/patch_images\12267.png,1,2,0
./Image_classification_data/patch_images\12268.png,1,2,0
./Image_classification_data/patch_images\12269.png,1,2,0
./Image_classification_data/patch_images\1227.png,0,0,0
./Image_classification_data/patch_images\12270.png,1,2,0
./Image_classification_data/patch_images\12271.png,1,2,0
./Image_classification_data/patch_images\12272.png,1,2,0
./Image_classification_data/patch_images\12273.png,1,2,0
./Image_classification_data/patch_images\12274.png,1,2,0
./Image_classification_data/patch_images\12275.png,1,2,0
./Image_classification_data/patch_images\12276.png,1,2,0
./Image_classification_data/patch_images\12277.png,1,2,0
./Image_classification_data/patch_images\12278.png,1,2,0
./Image_classification_data/patch_images\12279.png,1,2,0
./Image_classification_data/patch_images\1228.png,0,0,0
./Image_classification_data/patch_images\12280.png,1,2,0
./Image_classification_data/patch_images\12281.png,1,2,0
./Image_classification_data/patch_images\12283.png,1,2,0
./Image_classification_data/patch_images\12284.png,1,2,0
./Image_classification_data/patch_images\12285.png,1,2,0
./Image_classification_data/patch_images\12286.png,1,2,0
./Image_classification_data/patch_images\12287.png,1,2,0
./Image_classification_data/patch_images\12288.png,1,2,0
./Image_classification_data/patch_images\1229.png,0,0,0
./Image_classification_data/patch_images\12290.png,1,2,0
./Image_classification_data/patch_images\123.png,1,2,0
./Image_classification_data/patch_images\1230.png,0,0,1
./Image_classification_data/patch_images\1231.png,0,0,0
./Image_classification_data/patch_images\1232.png,0,0,0
./Image_classification_data/patch_images\1233.png,0,0,2
./Image_classification_data/patch_images\1234.png,0,0,0
./Image_classification_data/patch_images\1235.png,0,0,2
./Image_classification_data/patch_images\1236.png,0,0,2
./Image_classification_data/patch_images\1237.png,0,0,0
./Image_classification_data/patch_images\1238.png,0,0,2
./Image_classification_data/patch_images\1239.png,0,0,0
./Image_classification_data/patch_images\124.png,1,2,1
./Image_classification_data/patch_images\1240.png,0,0,0
./Image_classification_data/patch_images\1241.png,0,0,0
./Image_classification_data/patch_images\1242.png,0,0,0
./Image_classification_data/patch_images\1243.png,0,0,0
./Image_classification_data/patch_images\1245.png,0,0,2
./Image_classification_data/patch_images\1246.png,0,0,0
./Image_classification_data/patch_images\1247.png,0,0,0
./Image_classification_data/patch_images\1248.png,0,0,0
./Image_classification_data/patch_images\1249.png,0,0,0
./Image_classification_data/patch_images\125.png,1,2,0
./Image_classification_data/patch_images\1250.png,0,0,0
./Image_classification_data/patch_images\1252.png,0,1,0
./Image_classification_data/patch_images\1253.png,0,1,0
./Image_classification_data/patch_images\1254.png,0,1,0
./Image_classification_data/patch_images\1255.png,0,1,0
./Image_classification_data/patch_images\1256.png,0,1,2
./Image_classification_data/patch_images\1257.png,0,1,0
./Image_classification_data/patch_images\1258.png,0,1,2
./Image_classification_data/patch_images\1259.png,0,1,0
./Image_classification_data/patch_images\126.png,1,2,1
./Image_classification_data/patch_images\1260.png,0,1,0
./Image_classification_data/patch_images\1261.png,0,1,0
./Image_classification_data/patch_images\1262.png,0,1,0
./Image_classification_data/patch_images\1264.png,0,1,0
./Image_classification_data/patch_images\1265.png,0,1,0
./Image_classification_data/patch_images\1266.png,0,1,2
./Image_classification_data/patch_images\1267.png,0,3,0
./Image_classification_data/patch_images\1268.png,0,3,2
./Image_classification_data/patch_images\1269.png,0,3,0
./Image_classification_data/patch_images\127.png,1,2,2
./Image_classification_data/patch_images\1270.png,0,3,2
./Image_classification_data/patch_images\1271.png,0,3,0
./Image_classification_data/patch_images\1272.png,0,3,2
./Image_classification_data/patch_images\1273.png,0,3,2
./Image_classification_data/patch_images\1274.png,0,3,1
./Image_classification_data/patch_images\1275.png,0,3,1
./Image_classification_data/patch_images\1276.png,0,3,0
./Image_classification_data/patch_images\1277.png,0,3,0
./Image_classification_data/patch_images\1278.png,0,3,0
./Image_classification_data/patch_images\1279.png,0,3,2
./Image_classification_data/patch_images\128.png,1,2,2
./Image_classification_data/patch_images\1280.png,0,3,0
./Image_classification_data/patch_images\1281.png,0,3,2
./Image_classification_data/patch_images\1282.png,0,3,0
./Image_classification_data/patch_images\1283.png,0,3,1
./Image_classification_data/patch_images\1284.png,0,3,1
./Image_classification_data/patch_images\1285.png,0,3,2
./Image_classification_data/patch_images\1286.png,0,3,0
./Image_classification_data/patch_images\1287.png,0,3,0
./Image_classification_data/patch_images\1288.png,0,3,0
./Image_classification_data/patch_images\1289.png,0,3,2
./Image_classification_data/patch_images\129.png,1,2,1
./Image_classification_data/patch_images\1290.png,0,3,2
./Image_classification_data/patch_images\1291.png,0,3,1
./Image_classification_data/patch_images\1292.png,0,3,0
./Image_classification_data/patch_images\1293.png,0,3,1
./Image_classification_data/patch_images\1294.png,0,3,2
./Image_classification_data/patch_images\1295.png,0,3,0
./Image_classification_data/patch_images\1296.png,0,3,2
./Image_classification_data/patch_images\1297.png,0,3,0
./Image_classification_data/patch_images\1298.png,0,3,1
./Image_classification_data/patch_images\1299.png,0,3,0
./Image_classification_data/patch_images\130.png,1,2,0
./Image_classification_data/patch_images\1300.png,0,3,0
./Image_classification_data/patch_images\1301.png,0,3,1
./Image_classification_data/patch_images\1302.png,0,3,2
./Image_classification_data/patch_images\1303.png,0,3,0
./Image_classification_data/patch_images\1304.png,0,3,0
./Image_classification_data/patch_images\1305.png,0,3,0
./Image_classification_data/patch_images\1307.png,0,3,1
./Image_classification_data/patch_images\131.png,1,2,2
./Image_classification_data/patch_images\1312.png,0,3,0
./Image_classification_data/patch_images\1313.png,0,3,2
./Image_classification_data/patch_images\1314.png,0,3,0
./Image_classification_data/patch_images\1315.png,1,2,0
./Image_classification_data/patch_images\1317.png,1,2,0
./Image_classification_data/patch_images\1318.png,1,2,0
./Image_classification_data/patch_images\1319.png,1,2,2
./Image_classification_data/patch_images\132.png,0,0,1
./Image_classification_data/patch_images\1320.png,1,2,0
./Image_classification_data/patch_images\1321.png,1,2,1
./Image_classification_data/patch_images\13211.png,0,0,0
./Image_classification_data/patch_images\13212.png,0,0,0
./Image_classification_data/patch_images\13213.png,0,0,0
./Image_classification_data/patch_images\13215.png,0,0,0
./Image_classification_data/patch_images\13217.png,0,0,0
./Image_classification_data/patch_images\13218.png,0,0,0
./Image_classification_data/patch_images\13219.png,0,0,0
./Image_classification_data/patch_images\1322.png,1,2,2
./Image_classification_data/patch_images\13220.png,0,0,0
./Image_classification_data/patch_images\13221.png,0,0,0
./Image_classification_data/patch_images\13222.png,0,0,0
./Image_classification_data/patch_images\13223.png,0,0,0
./Image_classification_data/patch_images\13224.png,0,0,0
./Image_classification_data/patch_images\13225.png,0,0,0
./Image_classification_data/patch_images\13226.png,0,0,0
./Image_classification_data/patch_images\13227.png,0,0,0
./Image_classification_data/patch_images\13228.png,0,0,0
./Image_classification_data/patch_images\13229.png,0,0,0
./Image_classification_data/patch_images\13230.png,0,0,0
./Image_classification_data/patch_images\13231.png,0,0,0
./Image_classification_data/patch_images\13232.png,0,0,0
./Image_classification_data/patch_images\13233.png,0,0,0
./Image_classification_data/patch_images\13234.png,0,0,0
./Image_classification_data/patch_images\13235.png,0,0,0
./Image_classification_data/patch_images\13236.png,0,0,0
./Image_classification_data/patch_images\13237.png,0,0,0
./Image_classification_data/patch_images\13238.png,0,0,0
./Image_classification_data/patch_images\13239.png,0,0,0
./Image_classification_data/patch_images\1324.png,1,2,0
./Image_classification_data/patch_images\13240.png,0,0,0
./Image_classification_data/patch_images\13241.png,0,0,0
./Image_classification_data/patch_images\13242.png,0,0,0
./Image_classification_data/patch_images\13243.png,0,0,0
./Image_classification_data/patch_images\13244.png,0,0,0
./Image_classification_data/patch_images\13245.png,0,0,0
./Image_classification_data/patch_images\13246.png,0,0,0
./Image_classification_data/patch_images\13247.png,0,0,0
./Image_classification_data/patch_images\13248.png,0,0,0
./Image_classification_data/patch_images\13249.png,0,0,0
./Image_classification_data/patch_images\13250.png,0,0,0
./Image_classification_data/patch_images\13251.png,0,1,0
./Image_classification_data/patch_images\13252.png,0,1,0
./Image_classification_data/patch_images\13253.png,0,1,0
./Image_classification_data/patch_images\13254.png,0,1,0
./Image_classification_data/patch_images\13255.png,0,1,0
./Image_classification_data/patch_images\13256.png,0,1,0
./Image_classification_data/patch_images\13257.png,0,1,0
./Image_classification_data/patch_images\13258.png,0,1,0
./Image_classification_data/patch_images\13259.png,0,1,0
./Image_classification_data/patch_images\1326.png,1,2,0
./Image_classification_data/patch_images\13260.png,0,1,0
./Image_classification_data/patch_images\13261.png,0,1,0
./Image_classification_data/patch_images\13262.png,0,1,0
./Image_classification_data/patch_images\13263.png,0,1,0
./Image_classification_data/patch_images\13264.png,0,1,0
./Image_classification_data/patch_images\13265.png,0,1,0
./Image_classification_data/patch_images\13266.png,0,1,0
./Image_classification_data/patch_images\13267.png,0,1,0
./Image_classification_data/patch_images\13268.png,0,1,0
./Image_classification_data/patch_images\13269.png,0,1,0
./Image_classification_data/patch_images\1327.png,1,2,2
./Image_classification_data/patch_images\13270.png,0,1,0
./Image_classification_data/patch_images\13271.png,0,1,0
./Image_classification_data/patch_images\13272.png,0,1,0
./Image_classification_data/patch_images\13273.png,0,1,0
./Image_classification_data/patch_images\13274.png,0,3,0
./Image_classification_data/patch_images\13275.png,0,3,0
./Image_classification_data/patch_images\13276.png,0,3,0
./Image_classification_data/patch_images\13277.png,0,3,0
./Image_classification_data/patch_images\13278.png,0,3,0
./Image_classification_data/patch_images\13279.png,0,3,0
./Image_classification_data/patch_images\1328.png,1,2,1
./Image_classification_data/patch_images\13280.png,0,3,0
./Image_classification_data/patch_images\13281.png,0,3,0
./Image_classification_data/patch_images\13282.png,0,3,0
./Image_classification_data/patch_images\13283.png,0,3,0
./Image_classification_data/patch_images\13284.png,0,3,0
./Image_classification_data/patch_images\13285.png,0,3,0
./Image_classification_data/patch_images\13286.png,0,3,0
./Image_classification_data/patch_images\13287.png,0,3,0
./Image_classification_data/patch_images\13289.png,0,3,0
./Image_classification_data/patch_images\1329.png,1,2,1
./Image_classification_data/patch_images\13290.png,0,3,0
./Image_classification_data/patch_images\13291.png,0,3,0
./Image_classification_data/patch_images\13292.png,0,3,0
./Image_classification_data/patch_images\13295.png,0,3,0
./Image_classification_data/patch_images\13296.png,0,3,0
./Image_classification_data/patch_images\13297.png,0,3,0
./Image_classification_data/patch_images\13298.png,0,3,0
./Image_classification_data/patch_images\13299.png,0,3,0
./Image_classification_data/patch_images\133.png,0,0,1
./Image_classification_data/patch_images\1330.png,1,2,2
./Image_classification_data/patch_images\13300.png,0,3,0
./Image_classification_data/patch_images\13301.png,1,2,0
./Image_classification_data/patch_images\13303.png,1,2,0
./Image_classification_data/patch_images\13304.png,1,2,0
./Image_classification_data/patch_images\13305.png,1,2,0
./Image_classification_data/patch_images\13306.png,1,2,0
./Image_classification_data/patch_images\13307.png,1,2,0
./Image_classification_data/patch_images\13308.png,1,2,0
./Image_classification_data/patch_images\13309.png,1,2,0
./Image_classification_data/patch_images\1331.png,1,2,0
./Image_classification_data/patch_images\13310.png,1,2,0
./Image_classification_data/patch_images\13312.png,1,2,0
./Image_classification_data/patch_images\13313.png,1,2,0
./Image_classification_data/patch_images\13314.png,1,2,0
./Image_classification_data/patch_images\13315.png,1,2,0
./Image_classification_data/patch_images\13316.png,1,2,0
./Image_classification_data/patch_images\13317.png,1,2,0
./Image_classification_data/patch_images\13318.png,1,2,0
./Image_classification_data/patch_images\13319.png,1,2,0
./Image_classification_data/patch_images\1332.png,1,2,1
./Image_classification_data/patch_images\13320.png,1,2,0
./Image_classification_data/patch_images\13321.png,1,2,0
./Image_classification_data/patch_images\13322.png,1,2,0
./Image_classification_data/patch_images\13323.png,1,2,0
./Image_classification_data/patch_images\13324.png,1,2,0
./Image_classification_data/patch_images\13325.png,1,2,0
./Image_classification_data/patch_images\13326.png,1,2,0
./Image_classification_data/patch_images\13327.png,1,2,0
./Image_classification_data/patch_images\13328.png,1,2,0
./Image_classification_data/patch_images\13329.png,1,2,0
./Image_classification_data/patch_images\1333.png,1,2,0
./Image_classification_data/patch_images\13330.png,1,2,0
./Image_classification_data/patch_images\13331.png,1,2,0
./Image_classification_data/patch_images\13332.png,1,2,0
./Image_classification_data/patch_images\13333.png,1,2,0
./Image_classification_data/patch_images\13334.png,1,2,0
./Image_classification_data/patch_images\13335.png,1,2,0
./Image_classification_data/patch_images\13336.png,1,2,0
./Image_classification_data/patch_images\13337.png,1,2,0
./Image_classification_data/patch_images\13338.png,1,2,0
./Image_classification_data/patch_images\13339.png,1,2,0
./Image_classification_data/patch_images\1334.png,1,2,0
./Image_classification_data/patch_images\13340.png,1,2,0
./Image_classification_data/patch_images\13341.png,1,2,0
./Image_classification_data/patch_images\13342.png,1,2,0
./Image_classification_data/patch_images\13343.png,1,2,0
./Image_classification_data/patch_images\13344.png,1,2,0
./Image_classification_data/patch_images\13345.png,1,2,0
./Image_classification_data/patch_images\13346.png,1,2,0
./Image_classification_data/patch_images\13347.png,1,2,0
./Image_classification_data/patch_images\13348.png,1,2,0
./Image_classification_data/patch_images\13349.png,1,2,0
./Image_classification_data/patch_images\1335.png,1,2,0
./Image_classification_data/patch_images\13351.png,0,0,0
./Image_classification_data/patch_images\13352.png,0,0,0
./Image_classification_data/patch_images\13353.png,0,0,0
./Image_classification_data/patch_images\13354.png,0,0,0
./Image_classification_data/patch_images\13355.png,0,0,0
./Image_classification_data/patch_images\13356.png,0,0,0
./Image_classification_data/patch_images\13357.png,0,0,0
./Image_classification_data/patch_images\13358.png,0,0,0
./Image_classification_data/patch_images\13359.png,0,0,0
./Image_classification_data/patch_images\1336.png,1,2,0
./Image_classification_data/patch_images\13360.png,0,0,0
./Image_classification_data/patch_images\13361.png,0,0,0
./Image_classification_data/patch_images\13363.png,0,0,0
./Image_classification_data/patch_images\13364.png,0,0,0
./Image_classification_data/patch_images\13365.png,0,0,0
./Image_classification_data/patch_images\13366.png,0,0,0
./Image_classification_data/patch_images\13367.png,0,0,0
./Image_classification_data/patch_images\13368.png,0,0,0
./Image_classification_data/patch_images\13369.png,0,0,0
./Image_classification_data/patch_images\1337.png,1,2,2
./Image_classification_data/patch_images\13370.png,0,0,0
./Image_classification_data/patch_images\13371.png,0,0,0
./Image_classification_data/patch_images\13372.png,0,0,0
./Image_classification_data/patch_images\13373.png,0,0,0
./Image_classification_data/patch_images\13375.png,0,0,0
./Image_classification_data/patch_images\13376.png,0,0,0
./Image_classification_data/patch_images\13377.png,0,0,0
./Image_classification_data/patch_images\13378.png,0,0,0
./Image_classification_data/patch_images\13379.png,0,0,0
./Image_classification_data/patch_images\1338.png,1,2,0
./Image_classification_data/patch_images\13380.png,0,0,0
./Image_classification_data/patch_images\13381.png,0,0,0
./Image_classification_data/patch_images\13382.png,0,0,0
./Image_classification_data/patch_images\13383.png,0,0,0
./Image_classification_data/patch_images\13384.png,0,0,0
./Image_classification_data/patch_images\13385.png,0,0,0
./Image_classification_data/patch_images\13386.png,0,0,0
./Image_classification_data/patch_images\13387.png,0,0,0
./Image_classification_data/patch_images\13388.png,0,0,0
./Image_classification_data/patch_images\13389.png,0,0,0
./Image_classification_data/patch_images\1339.png,1,2,0
./Image_classification_data/patch_images\13390.png,0,0,0
./Image_classification_data/patch_images\13391.png,0,0,0
./Image_classification_data/patch_images\13394.png,0,0,0
./Image_classification_data/patch_images\13395.png,0,0,0
./Image_classification_data/patch_images\13396.png,0,0,0
./Image_classification_data/patch_images\13397.png,0,0,0
./Image_classification_data/patch_images\13399.png,0,0,0
./Image_classification_data/patch_images\134.png,0,0,1
./Image_classification_data/patch_images\1340.png,1,2,0
./Image_classification_data/patch_images\13400.png,0,0,0
./Image_classification_data/patch_images\13401.png,0,0,0
./Image_classification_data/patch_images\13402.png,0,0,0
./Image_classification_data/patch_images\13403.png,0,0,0
./Image_classification_data/patch_images\13404.png,0,0,0
./Image_classification_data/patch_images\13405.png,0,0,0
./Image_classification_data/patch_images\13406.png,0,0,0
./Image_classification_data/patch_images\13407.png,0,0,0
./Image_classification_data/patch_images\13408.png,0,0,0
./Image_classification_data/patch_images\13409.png,0,0,0
./Image_classification_data/patch_images\1341.png,1,2,0
./Image_classification_data/patch_images\13410.png,0,0,0
./Image_classification_data/patch_images\13411.png,0,0,0
./Image_classification_data/patch_images\13412.png,0,0,0
./Image_classification_data/patch_images\13413.png,0,0,0
./Image_classification_data/patch_images\13414.png,0,0,0
./Image_classification_data/patch_images\13415.png,0,0,0
./Image_classification_data/patch_images\13416.png,0,0,0
./Image_classification_data/patch_images\13417.png,0,0,0
./Image_classification_data/patch_images\13418.png,0,0,0
./Image_classification_data/patch_images\13419.png,0,0,0
./Image_classification_data/patch_images\1342.png,1,2,0
./Image_classification_data/patch_images\13420.png,0,0,0
./Image_classification_data/patch_images\13421.png,0,0,0
./Image_classification_data/patch_images\13422.png,0,0,0
./Image_classification_data/patch_images\13424.png,0,1,0
./Image_classification_data/patch_images\13425.png,0,1,0
./Image_classification_data/patch_images\13426.png,0,1,0
./Image_classification_data/patch_images\13427.png,0,1,0
./Image_classification_data/patch_images\13428.png,0,1,0
./Image_classification_data/patch_images\13429.png,0,1,0
./Image_classification_data/patch_images\1343.png,1,2,0
./Image_classification_data/patch_images\13430.png,0,1,0
./Image_classification_data/patch_images\13431.png,0,1,0
./Image_classification_data/patch_images\13432.png,0,1,0
./Image_classification_data/patch_images\13433.png,0,1,0
./Image_classification_data/patch_images\13434.png,0,1,0
./Image_classification_data/patch_images\13435.png,0,1,0
./Image_classification_data/patch_images\13436.png,0,1,0
./Image_classification_data/patch_images\13437.png,0,1,0
./Image_classification_data/patch_images\13438.png,0,1,0
./Image_classification_data/patch_images\13439.png,0,1,0
./Image_classification_data/patch_images\1344.png,1,2,0
./Image_classification_data/patch_images\13440.png,0,1,0
./Image_classification_data/patch_images\13441.png,0,1,0
./Image_classification_data/patch_images\13442.png,0,1,0
./Image_classification_data/patch_images\13443.png,0,1,0
./Image_classification_data/patch_images\13444.png,0,1,0
./Image_classification_data/patch_images\13445.png,0,1,0
./Image_classification_data/patch_images\13446.png,0,1,0
./Image_classification_data/patch_images\13447.png,0,1,0
./Image_classification_data/patch_images\13448.png,0,1,0
./Image_classification_data/patch_images\13449.png,0,1,0
./Image_classification_data/patch_images\1345.png,1,2,1
./Image_classification_data/patch_images\13450.png,0,1,0
./Image_classification_data/patch_images\13451.png,0,1,0
./Image_classification_data/patch_images\13452.png,0,1,0
./Image_classification_data/patch_images\13453.png,0,1,0
./Image_classification_data/patch_images\13454.png,0,1,0
./Image_classification_data/patch_images\13455.png,0,1,0
./Image_classification_data/patch_images\13457.png,0,1,0
./Image_classification_data/patch_images\13458.png,0,1,0
./Image_classification_data/patch_images\13459.png,0,1,0
./Image_classification_data/patch_images\1346.png,1,2,0
./Image_classification_data/patch_images\13460.png,0,1,0
./Image_classification_data/patch_images\13461.png,0,1,0
./Image_classification_data/patch_images\13462.png,0,1,0
./Image_classification_data/patch_images\13463.png,0,1,0
./Image_classification_data/patch_images\13464.png,0,1,0
./Image_classification_data/patch_images\13465.png,0,1,0
./Image_classification_data/patch_images\13466.png,0,1,0
./Image_classification_data/patch_images\13467.png,0,1,0
./Image_classification_data/patch_images\13468.png,0,1,0
./Image_classification_data/patch_images\13469.png,0,1,0
./Image_classification_data/patch_images\1347.png,1,2,1
./Image_classification_data/patch_images\13470.png,0,1,0
./Image_classification_data/patch_images\13471.png,0,1,0
./Image_classification_data/patch_images\13472.png,0,1,0
./Image_classification_data/patch_images\13473.png,0,1,0
./Image_classification_data/patch_images\13474.png,0,1,0
./Image_classification_data/patch_images\13475.png,0,1,0
./Image_classification_data/patch_images\13476.png,0,1,0
./Image_classification_data/patch_images\13477.png,0,1,0
./Image_classification_data/patch_images\13478.png,0,1,0
./Image_classification_data/patch_images\13479.png,0,1,0
./Image_classification_data/patch_images\1348.png,1,2,1
./Image_classification_data/patch_images\13480.png,0,1,0
./Image_classification_data/patch_images\13481.png,0,1,0
./Image_classification_data/patch_images\13482.png,0,1,0
./Image_classification_data/patch_images\13483.png,0,1,0
./Image_classification_data/patch_images\13484.png,0,1,0
./Image_classification_data/patch_images\13485.png,0,1,0
./Image_classification_data/patch_images\13486.png,0,1,0
./Image_classification_data/patch_images\13487.png,0,1,0
./Image_classification_data/patch_images\13488.png,0,1,0
./Image_classification_data/patch_images\13489.png,0,1,0
./Image_classification_data/patch_images\1349.png,1,2,2
./Image_classification_data/patch_images\13490.png,0,1,0
./Image_classification_data/patch_images\13491.png,0,1,0
./Image_classification_data/patch_images\13492.png,0,1,0
./Image_classification_data/patch_images\13493.png,0,1,0
./Image_classification_data/patch_images\13494.png,0,1,0
./Image_classification_data/patch_images\13495.png,0,1,0
./Image_classification_data/patch_images\13496.png,0,1,0
./Image_classification_data/patch_images\13497.png,0,1,0
./Image_classification_data/patch_images\13498.png,0,1,0
./Image_classification_data/patch_images\135.png,0,0,0
./Image_classification_data/patch_images\1350.png,1,2,0
./Image_classification_data/patch_images\13501.png,0,1,0
./Image_classification_data/patch_images\13502.png,0,1,0
./Image_classification_data/patch_images\13503.png,0,1,0
./Image_classification_data/patch_images\13504.png,0,1,0
./Image_classification_data/patch_images\13505.png,0,1,0
./Image_classification_data/patch_images\13506.png,0,3,0
./Image_classification_data/patch_images\13509.png,1,2,0
./Image_classification_data/patch_images\1351.png,1,2,1
./Image_classification_data/patch_images\13510.png,1,2,0
./Image_classification_data/patch_images\13511.png,1,2,0
./Image_classification_data/patch_images\13512.png,1,2,0
./Image_classification_data/patch_images\13513.png,1,2,0
./Image_classification_data/patch_images\13514.png,1,2,0
./Image_classification_data/patch_images\13515.png,1,2,0
./Image_classification_data/patch_images\13516.png,1,2,0
./Image_classification_data/patch_images\13517.png,1,2,0
./Image_classification_data/patch_images\13518.png,1,2,0
./Image_classification_data/patch_images\13519.png,1,2,0
./Image_classification_data/patch_images\1352.png,1,2,2
./Image_classification_data/patch_images\13520.png,1,2,0
./Image_classification_data/patch_images\13521.png,1,2,0
./Image_classification_data/patch_images\13522.png,1,2,0
./Image_classification_data/patch_images\13523.png,1,2,0
./Image_classification_data/patch_images\13524.png,1,2,0
./Image_classification_data/patch_images\13525.png,1,2,0
./Image_classification_data/patch_images\13526.png,1,2,0
./Image_classification_data/patch_images\13527.png,1,2,0
./Image_classification_data/patch_images\13528.png,1,2,0
./Image_classification_data/patch_images\13529.png,1,2,0
./Image_classification_data/patch_images\1353.png,1,2,0
./Image_classification_data/patch_images\13530.png,1,2,0
./Image_classification_data/patch_images\13531.png,1,2,0
./Image_classification_data/patch_images\13532.png,1,2,0
./Image_classification_data/patch_images\13533.png,1,2,0
./Image_classification_data/patch_images\13534.png,1,2,0
./Image_classification_data/patch_images\13535.png,1,2,0
./Image_classification_data/patch_images\13536.png,1,2,0
./Image_classification_data/patch_images\13537.png,1,2,0
./Image_classification_data/patch_images\13538.png,1,2,0
./Image_classification_data/patch_images\13539.png,1,2,0
./Image_classification_data/patch_images\1354.png,1,2,1
./Image_classification_data/patch_images\13540.png,1,2,0
./Image_classification_data/patch_images\13541.png,1,2,0
./Image_classification_data/patch_images\13542.png,1,2,0
./Image_classification_data/patch_images\13543.png,1,2,0
./Image_classification_data/patch_images\13544.png,1,2,0
./Image_classification_data/patch_images\13545.png,1,2,0
./Image_classification_data/patch_images\13546.png,1,2,0
./Image_classification_data/patch_images\13547.png,1,2,0
./Image_classification_data/patch_images\13548.png,1,2,0
./Image_classification_data/patch_images\13549.png,1,2,0
./Image_classification_data/patch_images\1355.png,1,2,2
./Image_classification_data/patch_images\13550.png,1,2,0
./Image_classification_data/patch_images\13551.png,1,2,0
./Image_classification_data/patch_images\13552.png,1,2,0
./Image_classification_data/patch_images\13553.png,1,2,0
./Image_classification_data/patch_images\13554.png,1,2,0
./Image_classification_data/patch_images\13555.png,1,2,0
./Image_classification_data/patch_images\13556.png,1,2,0
./Image_classification_data/patch_images\13557.png,1,2,0
./Image_classification_data/patch_images\13558.png,1,2,0
./Image_classification_data/patch_images\13559.png,1,2,0
./Image_classification_data/patch_images\1356.png,1,2,0
./Image_classification_data/patch_images\13560.png,1,2,0
./Image_classification_data/patch_images\13561.png,1,2,0
./Image_classification_data/patch_images\13562.png,1,2,0
./Image_classification_data/patch_images\13563.png,1,2,0
./Image_classification_data/patch_images\13564.png,1,2,0
./Image_classification_data/patch_images\13565.png,1,2,0
./Image_classification_data/patch_images\1357.png,1,2,2
./Image_classification_data/patch_images\13570.png,1,2,0
./Image_classification_data/patch_images\13571.png,1,2,0
./Image_classification_data/patch_images\13572.png,1,2,0
./Image_classification_data/patch_images\13573.png,1,2,0
./Image_classification_data/patch_images\13574.png,1,2,0
./Image_classification_data/patch_images\13576.png,1,2,0
./Image_classification_data/patch_images\13577.png,1,2,0
./Image_classification_data/patch_images\13578.png,1,2,0
